annotation_id,annotator,email,created_at,timestamp,id,image,lead_time,text_cap_en,text_cap_native,text_culture_loc,text_image_loc,text_submitter_native_lang,updated_at,similarity_id
,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2838%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"Warteg (warung Tegal) meal consisting of rice, dried potatoes (mustofa), egg, and stir-fried oyster mushroom.","Makanan warteg (Warung Tegal) yang terdiri dari nasi, kentang kering (mustofa), telur, dan cah jamur tiram.",Indonesia,"Depok, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2839%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,Flag ceremony atmosphere at a high school in Indonesia,Suasana upacara bendera di salah satu SMA di Indonesia,Indonesia,"Jakarta, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%284%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,Beef fried rice with cucumber,Nasi goreng sapi dengan timun,Indonesia,"Jakarta, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2840%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,Soto Bokoran and complementary toppings (legendary soto specialty of Semarang),Soto Bokoran dan topping pelengkapnya(Soto legendaris khas semarang),Indonesia,"Semarang, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2841%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"Rainbow sighting in the Pancar mountains, Sentul","Pelangi yang muncul di pegunungan Pancar, Sentul",Indonesia,"Jawa Barat, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2842%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"Tari Topeng, a sundanese traditional dance at Saung Angklung Udjo","Tari Topeng khas Sunda di Saung Angklung Udjo, Bandung",Indonesia,"Bandung, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2843%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"Tari Topeng, a sundanese traditional dance at Saung Angklung Udjo","Tari Topeng khas Sunda di Saung Angklung Udjo, Bandung",Indonesia,"Bandung, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2844%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,Wayang paintings at the Painting Market in Yogyakarta,Lukisan wayang di Pasar lukisan di Yogyakarta,Indonesia,"Yogyakarta, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2845%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"Ayam Goreng President and sweet soy sauce on the side, a famous dish in Surabaya","Ayam Goreng President dan bumbu kecap manis di sampingnya, makanan terkenal di Surabaya",Indonesia,"Surabaya, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2846%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"Soto Kadipiro with pop chicken on the side, a famous food in Yogyakarta","Soto Kadipiro dengan ayam pop di sampingnya, makanan terkenal di Yogyakarta",Indonesia,"Yogyakarta, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2847%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,Offerings on the Buddhist altar by the Indonesian with Chinese ethnicity,Persembahan pada altar Buddha oleh masyarakat Indonesia yang beretnis Tionghoa,Indonesia,"Jakarta, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2849%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"Gunung Mas' Tea Plantation at Puncak, Bogor","Kebun Teh Gunung Mas di Puncak, Bogor",Indonesia,"Bogor, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%285%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"Fried Seafood Kwetiaw, a Melayu dish that is also famous in Indonesia","Kwetiaw Goreng Penang, hidangan khas Melayu yang juga terkenal di Indonesia",Indonesia,"Jakarta, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2851%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"The atmosphere of the Soto Kadipiro restaurant, a famous food in Yogyakarta","Suasana tempat makan Soto Kadipiro, tempat makan terkenal di Yogyakarta",Indonesia,"Yogyakarta, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2852%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,top view of miniature Indonesian archipelago at Taman Mini Indonesia Indah (TMII),Penampakan atas miniatur kepulauan Indonesia di Taman Mini Indonesia Indah (TMII),Indonesia,"Jakarta, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2853%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,top view of miniature papua pavilion at Taman Mini Indonesia Indah (TMII),Penampakan atas miniatur anjungan Papua di Taman Mini Indonesia Indah (TMII),Indonesia,"Jakarta, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2854%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,top view of miniature Indonesian archipelago at Taman Mini Indonesia Indah (TMII),Penampakan atas miniatur kepulauan Indonesia di Taman Mini Indonesia Indah (TMII),Indonesia,"Jakarta, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,23/01/2025,23/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2855%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,Riverside Glamping Place at Pangalengan Area of Bandung,"Glamping tepi sungai di Pangalengan, Bandung"",Indonesia,""Bandung, Indonesia",Indonesia,"Bandung, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,24/01/2025,24/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2856%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"Foggy view in Lembang, Bandung","Pemandangan berkabut di Lembang, Bangung",Indonesia,"Bandung, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,24/01/2025,24/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2857%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"View of Mount Burangrang from a distance in Lembang, Bandung","Penampakan Gunung Burangrang dari kejauhan di Lembang, Bandung",Indonesia,"Bandung, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,24/01/2025,24/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2858%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,A large Buddha altar behind the football field with the mountain in the background as a monument to Dusun Krecek,Altar Buddha besar di belakang lapangan sepak bola dengan background gunung sebagai monumen Dusun Krecek,Indonesia,"Semarang, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,24/01/2025,24/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2859%29%20-%20Filbert%20Aurelian%20Tjiaranata.JPG,,Identical entrance gate for Aryamularama temple in Cianjur,Gerbang masuk identik untuk vihara Aryamularama di Cianjur,Indonesia,"Cianjur, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,24/01/2025,24/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%286%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"View of the villa next to the tea plantation in Puncak, Bogor","Penampilan villa di samping kebun teh di Puncak, Bogor",Indonesia,"Bogor, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,24/01/2025,24/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2860%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"Kaleles, a tool used to climb onto the back of a cow that will be pulled in Karapan Sapi, a bull racing competition originating from Madura Island.","Kaleles, alat yang digunakan untuk naik ke punggung sapi yang akan ditarik pada karapan sapi, sebuah perlombaan pacuan sapi yang berasal dari Pulau Madura.",Indonesia,"Jawa Timur, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,25/01/2025,25/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2861%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,Martabak Manis topped with chocolate and cheese,Martabak Manis dengan topping cokelat dan keju,Indonesia,"Jakarta, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,25/01/2025,25/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2862%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"The gate of Puspa Iptek Sundial, a museum for educational science and technology in Bandung","Gerbang Puspa Iptek Sundial, sebuah museum edukasi ilmu pengetahuan dan teknologi di Bandung",Indonesia,"Bandung, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,25/01/2025,25/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2863%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,Angklung performance at Saung Angklung Udjo,Penampilan angklung di di Saung Angklung Udjo,Indonesia,"Bandung, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,25/01/2025,25/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2864%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,Angklung performance at Saung Angklung Udjo,Penampilan angklung di di Saung Angklung Udjo,Indonesia,"Bandung, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,25/01/2025,25/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2865%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"Storage of silkworm cocoons at the Padepokan Dayang Sumbi, Bandung","Penyimpanan kepompong ulat sutra di padepokan dayang sumbi, Bandung",Indonesia,"Bandung, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,25/01/2025,25/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2866%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"Process of silk thread weaving at the Padepokan Dayang Sumbi, Bandung","Proses tenun benang sutra di Padepokan Dayang Sumbi, Bandung",Indonesia,"Bandung, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,25/01/2025,25/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2867%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,Celebrating new year's eve by lighting up sparklers,Perayaan malam tahun baru dengan menyalakan kembang api,Indonesia,"Bogor, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,25/01/2025,25/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2868%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,Big candles lit inside a emple in Cianjur,Lilin-lilin besar menyala di dalam sebuah vihara di Cianjur,Indonesia,"Cianjur, Indonesia",Indonesian (ind),,

,,seacrowd.research@gmail.com,25/01/2025,25/01/2025,,https://raw.githubusercontent.com/SEACrowd/sea-vl-image-collection/refs/heads/main/data/Fil%20%2869%29%20-%20Filbert%20Aurelian%20Tjiaranata.jpg,,"Indonesia Masters Badminton Tournament at Istora Gelora Bung Karno, Senayan","Pertandingan Bulu Tangkis Indonesia Masters di Istora Gelora Bung Karno, Senayan",Indonesia,"Jakarta, Indonesia",Indonesian (ind),,

